CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#662,"Pranveer Singh Institute of Technology - [PSIT], Kanpur","Kanpur, Uttar Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 4,37,184","₹ 66,00,000",N/A,4.1 / 5,Based on 624 User Reviews,Best in Infrastructure,#70th/238 in India for Engineering 2022,2026-06-07 23:16:57
#663,"Annamacharya Institute of Technology and Sciences - [AITS], Tirupati","Tirupati, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 30,00,000",N/A,4.2 / 5,Based on 94 User Reviews,Best in Faculty,#230th/284 in India for Engineering 2024,2026-06-07 23:17:03
#664,"Shri Yogindra Sagar Institute of Technology and Science - [SYSITS], Ratlam","Ratlam, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,82,400",N/A,N/A,2.5 / 5,Based on 13 User Reviews,Best in Social Life,N/A,2026-06-07 23:17:07
#665,"Yenepoya Institute of Technology - [YIT], Mangalore","Mangalore, Karnataka",AICTE Approved,N/A,N/A,BE Information Science & Engineering,"₹ 5,44,000","₹ 6,40,000","₹ 10,00,000",4.1 / 5,Based on 34 User Reviews,Best in Faculty,#99th/200 in India for Engineering 2025,2026-06-07 23:17:52
#666,"Vaagdevi College of Engineering - [VCOE], Warangal","Warangal, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,33,000","₹ 4,50,000","₹ 10,80,000",4 / 5,Based on 419 User Reviews,Best in Infrastructure,#264th/286 in India for Engineering 2025,2026-06-07 23:17:58
#667,"Engineering College Tuwa - [ECT], Godhra","Godhra, Gujarat",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 68,000",N/A,N/A,4 / 5,Based on 14 User Reviews,N/A,N/A,2026-06-07 23:18:03
#668,"RC Patel Institute of Technology - [RCPIT], Shirpur","Shirpur, Maharashtra",AICTE Approved,A,N/A,B.Tech Computer Engineering,"₹ 6,24,000","₹ 4,00,000","₹ 19,14,000",3.9 / 5,Based on 99 User Reviews,Best in Academics,#256th/269 in India for Engineering 2025,2026-06-07 23:18:09
#669,"PA College of Engineering - [PACE], Mangalore","Mangalore, Karnataka","AICTE, NBA Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 4,17,360","₹ 3,61,000","₹ 7,25,000",3.8 / 5,Based on 57 User Reviews,Best in Accomodation,#90th/200 in India for Engineering 2020,2026-06-07 23:18:16
#670,"Kakinada Institute of Technology and Science - [KITS], East Godavari","East Godavari, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000",N/A,N/A,3.5 / 5,Based on 38 User Reviews,Best in Academics,N/A,2026-06-07 23:18:20
#671,"Amity University, Bangalore","Bangalore, Karnataka",UGC Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 16,80,000","₹ 23,00,000",N/A,3.8 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 23:18:27
#672,"Shri Ramswaroop Memorial College of Engineering and Management - [SRMCEM], Lucknow","Lucknow, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,88,440","₹ 4,00,000","₹ 48,00,000",3.7 / 5,Based on 224 User Reviews,Best in Academics,#62th/238 in India for Engineering 2022,2026-06-07 23:18:33
#673,"Pallavi Engineering College - [PEC], Hyderabad","Hyderabad, Telangana","AICTE, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 2,73,000","₹ 2,75,000","₹ 5,00,000",3.7 / 5,Based on 39 User Reviews,Best in Academics,N/A,2026-06-07 23:18:39
#674,"ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER], Pune","Pune, Maharashtra",AICTE Approved,A,528/1000,BE Computer Engineering,"₹ 3,68,101","₹ 9,80,000",N/A,4 / 5,Based on 16 User Reviews,Best in Academics,#457th/500 in India for Engineering 2026,2026-06-07 23:18:45
#675,"Impact College of Engineering and Applied Sciences - [ICEAS], Bangalore","Bangalore, Karnataka",AICTE Approved,N/A,N/A,BE Electronics & Communication Engineering,"₹ 5,80,000",N/A,N/A,3.2 / 5,Based on 23 User Reviews,N/A,N/A,2026-06-07 23:18:50
#676,"Vaishnavi Institute of Technology and Science - [VITS], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Electrical Engineering,"₹ 1,82,400",N/A,N/A,3.5 / 5,Based on 9 User Reviews,Best in Academics,N/A,2026-06-07 23:18:54
#677,"RTE Sociey's Rural Engineering College - [REC], Gadag","Gadag, Karnataka","AICTE, UGC Approved",A,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 5,00,000",N/A,3.5 / 5,Based on 12 User Reviews,N/A,N/A,2026-06-07 23:18:59
#678,"MET Bhujbal Knowledge City, Nashik","Nashik, Maharashtra","AICTE, COA, PCI, NBA Approved",N/A,N/A,B.Tech Computer Science and Design,"₹ 3,40,593","₹ 12,00,000",N/A,4.1 / 5,Based on 101 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:19:04
#679,"Avanthi's Scientific Technological & Research Academy - [ASTRA], Hyderabad","Hyderabad, Telangana",AICTE Approved,N/A,N/A,B.Tech Data Science,"₹ 2,46,000","₹ 1,44,000",N/A,3.9 / 5,Based on 24 User Reviews,Best in Faculty,N/A,2026-06-07 23:19:09
#680,"Basavakalyan Engineering College - [BKET], Basavakalyan","Basavakalyan, Karnataka",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 5,80,000",N/A,N/A,2.8 / 5,Based on 10 User Reviews,N/A,N/A,2026-06-07 23:19:13
#681,"Dr. Jivraj Mehta Institute of Technology - [DJMIT], Anand","Anand, Gujarat",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 60,000",N/A,N/A,3.6 / 5,Based on 19 User Reviews,Best in Faculty,N/A,2026-06-07 23:19:18
