CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1321,"Ballarpur Institute of Technology - [BIT], Chandrapur","Chandrapur, Maharashtra",AICTE Approved,B,N/A,B.Tech Computer Science and Engineering,"₹ 3,56,000","₹ 4,00,000","₹ 10,00,000",4.1 / 5,Based on 20 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:05:15
#1322,"Kali Charan Nigam Institute of Technology - [KCNIT], Banda","Banda, Uttar Pradesh",AICTE Approved,C,N/A,B.Tech Civil Engineering,"₹ 2,00,000","₹ 3,00,000","₹ 10,00,000",3.3 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 14:05:18
#1323,"B. R. Harne College of Engineering and Technology - [BRHCET], Thane","Thane, Maharashtra","AICTE, DEB Approved",N/A,N/A,BE Civil Engineering,"₹ 3,20,000",N/A,N/A,3.8 / 5,Based on 19 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:05:21
#1324,"Pankaj Laddhad Institute of Technology and Management Studies- [PLITMS], Buldhana","Buldhana, Maharashtra",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 2,16,000","₹ 1,80,000",N/A,2.6 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 14:05:23
#1325,"Dr. Rizvi College of Engineering- [DRCE], Kaushambi","Kaushambi, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,44,800",N/A,N/A,4.1 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:05:26
#1326,"Metropolitan Institute of Technology & Management - [MITM], Sindhudurg","Sindhudurg, Maharashtra",AICTE Approved,B,N/A,BE Computer Engineering,"₹ 2,48,588",N/A,N/A,3.3 / 5,Based on 9 User Reviews,N/A,N/A,2026-06-07 14:05:28
#1327,"Siddhivinayak Technical Campus - [STC], Buldhana","Buldhana, Maharashtra",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 2,11,720",N/A,N/A,3.1 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 14:05:31
#1328,"Rameshwaram Institute of Technology and Management - [RITM], Lucknow","Lucknow, Uttar Pradesh","NCTE, AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,21,000","₹ 1,50,000","₹ 18,00,000",3.5 / 5,Based on 54 User Reviews,Best in Infrastructure,#166th/173 in India for Engineering 2024,2026-06-07 14:05:34
#1329,"Late Narayandas Bhawandas Chhabada Institute of Engineering and Technology - [LNBCIET ], Satara","Satara, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 1,60,000",N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07 14:05:35
#1330,"Shri Sai College of Engineering and Technology - [SSCET], Chandrapur","Chandrapur, Maharashtra",AICTE Approved,C,N/A,BE Electrical Engineering,"₹ 3,10,000",N/A,N/A,3.2 / 5,Based on 4 User Reviews,Best in Faculty,N/A,2026-06-07 14:05:38
