CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#41,"JNTUK University College of Engineering, Kakinada, East Godavari","East Godavari, Andhra Pradesh",N/A,A+,615/1000,B.Tech Computer Science and Engineering,"₹ 1,80,000","₹ 67,00,000",N/A,4 / 5,Based on 168 User Reviews,N/A,#315th/500 in India for Engineering 2026,2026-06-07 22:15:34
#42,"Galgotias University - [GU], Greater Noida","Greater Noida, Uttar Pradesh","NCTE, AICTE, COA, PCI, INC Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 7,41,600","₹ 5,40,000","₹ 60,00,000",3.8 / 5,Based on 1691 User Reviews,Best in Academics,#165th/500 in India for Engineering 2025,2026-06-07 22:15:37
#43,"Sant Longowal Institute of Engineering and Technology - [SLIET], Sangrur","Sangrur, Punjab","AICTE, MHRD Approved",B+,691/1000,BE Computer Science And Engineering,"₹ 2,86,000","₹ 11,07,000","₹ 27,00,000",3.8 / 5,Based on 316 User Reviews,Best in Infrastructure,#201th/500 in India for Engineering 2026,2026-06-07 22:15:41
#44,"LJ University - [ LJU], Ahmedabad","Ahmedabad, Gujarat","AICTE, BCI, UGC Approved",B++,755/2000,BE Computer Engineering,"₹ 4,12,000","₹ 3,50,000","₹ 15,00,000",4 / 5,Based on 344 User Reviews,Best in Academics,#171th/500 in India for Engineering 2025,2026-06-07 22:15:44
#45,"Sri Jayachamarajendra College of Engineering - [SJCE], Mysore","Mysore, Karnataka","AICTE, NBA Approved",N/A,597/1000,BE Computer Science And Engineering,"₹ 4,86,440","₹ 56,00,000",N/A,4.1 / 5,Based on 96 User Reviews,Best in Placements,#348th/500 in India for Engineering 2026,2026-06-07 22:15:47
#46,"Maharaja Agrasen Institute of Technology - [MAIT], New Delhi","New Delhi, Delhi NCR","AICTE, NBA Approved",N/A,707/1000,B.Tech Computer Science and Engineering,"₹ 7,20,000","₹ 1,30,00,000",N/A,3.8 / 5,Based on 712 User Reviews,Best in Academics,#181th/500 in India for Engineering 2026,2026-06-07 22:15:50
#47,"Maharaja Surajmal Institute of Technology - [MSIT], New Delhi","New Delhi, Delhi NCR","AICTE, NBA Approved",A,773/1000,B.Tech Computer Science and Engineering,"₹ 6,00,400","₹ 7,10,000","₹ 50,00,000",3.7 / 5,Based on 346 User Reviews,Best in Placements,#106th/500 in India for Engineering 2026,2026-06-07 22:15:53
#48,"Maharishi Markandeshwar - [MMU], Ambala","Ambala, Haryana","DCI, AICTE, PCI, INC, MCI Approved",A++,N/A,B.Tech Computer Science and Engineering,"₹ 7,85,193","₹ 6,00,000","₹ 46,00,000",4 / 5,Based on 321 User Reviews,Best in Infrastructure,#179th/500 in India for Engineering 2025,2026-06-07 22:15:57
#49,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A++,812/1000,B.Tech Computer Science and Engineering,"₹ 5,40,000","₹ 7,35,000","₹ 65,00,000",4.2 / 5,Based on 708 User Reviews,Best in Infrastructure,#77th/500 in India for Engineering 2026,2026-06-07 22:16:00
#50,"VIT Bhopal University, Bhopal","Bhopal, Madhya Pradesh","AICTE, COA, UGC, MHRD Approved",A++,625/1000,B.Tech Computer Science and Engineering,"₹ 7,83,000","₹ 11,00,000","₹ 70,00,000",3.9 / 5,Based on 561 User Reviews,Best in Faculty,#296th/500 in India for Engineering 2026,2026-06-07 22:16:03
#51,"Saveetha Institute of Medical And Technical Sciences - [SIMATS], Chennai","Chennai, Tamil Nadu","AICTE, UGC Approved",A++,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 18,40,000","₹ 9,00,000","₹ 15,00,000",4.2 / 5,Based on 372 User Reviews,Best in Accomodation,#184th/500 in India for Engineering 2025,2026-06-07 22:16:06
#52,"Vishwakarma Institute of Technology, Pune","Pune, Maharashtra","AICTE, BCI, NBA, MHRD Approved",A++,879/1000,B.Tech Computer Engineering,"₹ 8,44,757","₹ 7,50,000","₹ 45,00,000",4 / 5,Based on 606 User Reviews,Best in Social Life,#40th/500 in India for Engineering 2026,2026-06-07 22:16:10
#53,"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT], Jaipur","Jaipur, Rajasthan","AICTE, NBA Approved",A++,730/2000,B.Tech Computer Science and Engineering,"₹ 5,21,972","₹ 5,00,000","₹ 29,00,000",3.8 / 5,Based on 834 User Reviews,Best in Academics,#189th/500 in India for Engineering 2025,2026-06-07 22:16:15
#54,"JSS Science and Technology University -[JSSSTU], Mysore","Mysore, Karnataka","AICTE, UGC, NBA Approved",B++,703/1000,BE Computer Science And Engineering,"₹ 12,04,400","₹ 60,00,000",N/A,4.2 / 5,Based on 79 User Reviews,Best in Placements,#185th/500 in India for Engineering 2026,2026-06-07 22:16:18
#55,"Gayatri Vidya Parishad College of Engineering, Visakhapatnam","Visakhapatnam, Andhra Pradesh",AICTE Approved,A++,735/1000,B.Tech Computer Science and Engineering,"₹ 4,20,000","₹ 8,00,000","₹ 24,00,000",3.9 / 5,Based on 786 User Reviews,Best in Placements,#152th/500 in India for Engineering 2026,2026-06-07 22:16:22
#56,"Centurion University of Technology and Management - [CUTM], Bhubaneswar","Bhubaneswar, Odisha","AICTE, PCI, UGC Approved",A+,726/2000,B.Tech Computer Science and Engineering,"₹ 7,87,500","₹ 4,65,000","₹ 16,00,000",3.8 / 5,Based on 218 User Reviews,Best in Faculty,#192th/500 in India for Engineering 2025,2026-06-07 22:16:26
#57,"C. V. Raman Global University, Bhubaneswar","Bhubaneswar, Odisha","AICTE, UGC, NBA Approved",A,723/2000,B.Tech Computer Science and Engineering,"₹ 12,29,000","₹ 16,50,000",N/A,3.9 / 5,Based on 431 User Reviews,Best in Infrastructure,#194th/500 in India for Engineering 2025,2026-06-07 22:16:29
#58,"Shoolini University, Solan","Solan, Himachal Pradesh","AICTE, PCI, BCI, UGC, NBA Approved",A+,N/A,B.Tech Biotechnology,"₹ 11,06,000","₹ 42,00,000",N/A,4.2 / 5,Based on 323 User Reviews,Best in Social Life,#101th/300 in India for Engineering 2025,2026-06-07 22:17:33
#59,"Dayananda Sagar College of Engineering - [DSCE], Bangalore","Bangalore, Karnataka","AICTE, UGC, NBA Approved",A,766/1000,BE Computer Science And Engineering,"₹ 12,04,400","₹ 56,00,000",N/A,4 / 5,Based on 444 User Reviews,Best in Infrastructure,#117th/500 in India for Engineering 2026,2026-06-07 22:17:37
