CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#721,"SVPM's College of Engineering Malegaon, Pune","Pune, Maharashtra",AICTE Approved,B,N/A,BE Computer Engineering,"₹ 3,62,000","₹ 12,00,000",N/A,3.9 / 5,Based on 21 User Reviews,N/A,N/A,2026-06-07 13:00:45
#722,"Navodaya Institute of Technology - [NIT], Raichur","Raichur, Karnataka","AICTE, UGC Approved",A,N/A,BE Electronics & Communication Engineering,"₹ 8,80,000",N/A,N/A,3.6 / 5,Based on 13 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:00:50
#723,"Rishi M.S Institute of Engineering & Technology for Women - [RITW], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000","₹ 7,25,000",N/A,4.1 / 5,Based on 51 User Reviews,Best in Social Life,N/A,2026-06-07 13:00:54
#724,"Ghousia College of Engineering - [GCE], Ramanagar","Ramanagar, Karnataka","AICTE, NBA Approved",N/A,N/A,BE Mechanical Engineering,"₹ 4,49,640",N/A,N/A,3.4 / 5,Based on 32 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:00:58
#725,"JIMS Engineering Management Technical Campus- [JEMTEC], Greater Noida","Greater Noida, Uttar Pradesh","NCTE, AICTE, BCI Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 8,50,714","₹ 46,00,000",N/A,4.2 / 5,Based on 292 User Reviews,Best in Academics,#133th/238 in India for Engineering 2022,2026-06-07 13:01:03
#726,"Viswam Engineering College, Madanapalle","Madanapalle, Andhra Pradesh","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 1,60,000","₹ 4,50,000","₹ 8,00,000",4.1 / 5,Based on 24 User Reviews,Best in Academics,N/A,2026-06-07 13:01:08
#727,"Millennium Institute of Technology & Science - [MITS], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 1,56,000",N/A,N/A,3.3 / 5,Based on 10 User Reviews,Best in Academics,N/A,2026-06-07 13:01:12
#728,"Biluru Gurubasava Mahaswamiji Institute of Technology - [BGMIT], Bagalkot","Bagalkot, Karnataka","AICTE, NBA Approved",N/A,N/A,BE Electronics & Communication Engineering,"₹ 5,00,000",N/A,N/A,4 / 5,Based on 2 User Reviews,Best in Academics,N/A,2026-06-07 13:01:16
#729,"Cummins College Of Engineering For Women (Autonomous), Nagpur","Nagpur, Maharashtra",AICTE Approved,A+,547/1000,B.Tech Computer Engineering,"₹ 5,78,000","₹ 6,42,000","₹ 24,75,000",4.1 / 5,Based on 29 User Reviews,Best in Placements,#424th/500 in India for Engineering 2026,2026-06-07 13:01:22
#730,"Dr. Sri Sri Sri Shivakumar Mahaswamy College of Engineering - [Dr.SMCE], Nelamagala","Nelamagala, Karnataka",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 8,24,444","₹ 12,25,000",N/A,3.4 / 5,Based on 19 User Reviews,Best in Faculty,N/A,2026-06-07 13:01:27
