CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#241,"RCC Institute of Information Technology - [RCCIIT], Kolkata","Kolkata, West Bengal","AICTE, NBA Approved",B++,511/2000,B.Tech Computer Science and Engineering,"₹ 6,04,300","₹ 4,80,000","₹ 7,63,000",3.8 / 5,Based on 280 User Reviews,Best in Academics,#477th/500 in India for Engineering 2025,2026-06-07 22:30:33
#242,"BP Poddar Institute of Management and Technology, Kolkata","Kolkata, West Bengal","AICTE, NBA Approved",N/A,510/2000,B.Tech Computer Science and Engineering,"₹ 5,99,375","₹ 4,69,000","₹ 9,50,000",3.7 / 5,Based on 207 User Reviews,Best in Academics,#479th/500 in India for Engineering 2025,2026-06-07 22:30:38
#243,"K Ramakrishnan College of Technology - [KRCT], Tiruchirappalli","Tiruchirappalli, Tamil Nadu",AICTE Approved,A+,510/2000,B.Tech Artificial Intelligence & Data Science,"₹ 2,20,000","₹ 3,50,000","₹ 7,00,000",3.5 / 5,Based on 28 User Reviews,Best in Academics,#480th/500 in India for Engineering 2025,2026-06-07 22:30:44
#244,"St. Thomas College of Engineering and Technology - [STCET], Kolkata","Kolkata, West Bengal","AICTE, NBA Approved",N/A,509/2000,B.Tech Computer Science and Engineering,"₹ 5,36,000","₹ 6,43,000","₹ 12,45,000",3.5 / 5,Based on 147 User Reviews,Best in Academics,#481th/500 in India for Engineering 2025,2026-06-07 22:30:49
#245,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai","Chennai, Tamil Nadu","AICTE, NBA Approved",A,508/2000,BE Computer Science And Engineering,"₹ 2,60,000","₹ 13,00,000",N/A,3.4 / 5,Based on 60 User Reviews,Best in Academics,#483th/500 in India for Engineering 2025,2026-06-07 22:30:54
#246,"The Neotia University - [TNU], Kolkata","Kolkata, West Bengal","AICTE, PCI, INC, BCI, ICAR Approved",N/A,508/2000,B.Tech Marine Engineering,"₹ 12,60,000","₹ 3,69,000","₹ 24,00,000",4 / 5,Based on 187 User Reviews,Best in Academics,#484th/500 in India for Engineering 2025,2026-06-07 22:30:59
#247,"Madha Institute of Engineering And Technology - [MIET], Chennai","Chennai, Tamil Nadu",AICTE Approved,N/A,507/2000,BE Mechanical Engineering,"₹ 3,48,000",N/A,N/A,4 / 5,Based on 5 User Reviews,Best in Academics,#485th/500 in India for Engineering 2025,2026-06-07 22:31:03
#248,"GRT Institute of Engineering and Technology, Tirutani","Tirutani, Tamil Nadu",AICTE Approved,N/A,507/2000,B.Tech Artificial Intelligence & Data Science,"₹ 3,48,000",N/A,N/A,3.5 / 5,Based on 43 User Reviews,Best in Faculty,#486th/500 in India for Engineering 2025,2026-06-07 22:31:08
#249,"Vidyaa Vikas College of Engineering and Technology, Namakkal","Namakkal, Tamil Nadu",AICTE Approved,B++,506/2000,BE Mechanical Engineering,"₹ 3,48,000","₹ 1,29,345","₹ 1,80,000",4 / 5,Based on 5 User Reviews,Best in Faculty,#487th/500 in India for Engineering 2025,2026-06-07 22:31:13
#250,"P.B. College of Engineering - [PBCE], Chennai","Chennai, Tamil Nadu","AICTE, NBA Approved",N/A,505/2000,BE Computer Science And Engineering,"₹ 2,20,000",N/A,N/A,3.3 / 5,Based on 26 User Reviews,Best in Faculty,#489th/500 in India for Engineering 2025,2026-06-07 22:31:17
