CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1561,"B.S.M. College of Engineering - [BSMCOER], Roorkee","Roorkee, Uttarakhand",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,61,000",N/A,N/A,3.3 / 5,Based on 1 User Reviews,N/A,N/A,2026-06-07 14:16:17
#1562,"Sahrdaya College of Engineering - [SCE] Kodakara, Thrissur","Thrissur, Kerala","AICTE, UGC, NBA Approved",B++,N/A,B.Tech Biomedical Engineering,"₹ 4,02,000","₹ 3,52,000","₹ 9,50,000",3.7 / 5,Based on 61 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:16:20
#1563,"Galaxy Global Group of Institutions - [GGGI], Ambala","Ambala, Haryana",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000",N/A,N/A,3.9 / 5,Based on 32 User Reviews,N/A,N/A,2026-06-07 14:16:22
#1564,"Gandhi Institute of Science and Technology - [GIST], Rayagada","Rayagada, Odisha",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 46,000",N/A,N/A,4.2 / 5,Based on 4 User Reviews,Best in Accomodation,N/A,2026-06-07 14:16:25
#1565,"Durgapur Institute of Advanced Technology & Management - [DIATM], Durgapur","Durgapur, West Bengal",AICTE Approved,B,N/A,B.Tech Computer Science and Engineering,"₹ 5,00,000","₹ 7,00,000","₹ 14,00,000",3.5 / 5,Based on 58 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:16:28
#1566,"Indo Global College of Engineering, Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,66,000",N/A,N/A,3.8 / 5,Based on 28 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:16:30
#1567,"MEA Engineering College- [MEAEC], Malappuram","Malappuram, Kerala",AICTE Approved,B+,N/A,B.Tech Computer Science and Engineering,"₹ 2,00,000",N/A,N/A,4 / 5,Based on 60 User Reviews,Best in Social Life,N/A,2026-06-07 14:16:33
#1568,"South Point Institute of Technology and Management, Sonepat","Sonepat, Haryana",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,20,000",N/A,N/A,3.4 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 14:16:35
#1569,"Rungta Engineering College - [REC], Raipur","Raipur, Chhattisgarh",AICTE Approved,N/A,N/A,BE Automobile Engineering,"₹ 3,11,756",N/A,N/A,3.7 / 5,Based on 4 User Reviews,Best in Academics,N/A,2026-06-07 14:16:38
#1570,"Dr. C.V. Raman University - [CVRU], Vaishali","Vaishali, Bihar","AICTE, UGC Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,00,000","₹ 7,60,000",N/A,4.4 / 5,Based on 6 User Reviews,N/A,#284th/286 in India for Engineering 2025,2026-06-07 14:16:40
