CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#651,"Joginpally BR Engineering College -[JBREC] Yenkapally, Hyderabad","Hyderabad, Telangana",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,48,000","₹ 5,00,000","₹ 9,00,000",3.8 / 5,Based on 90 User Reviews,Best in Academics,N/A,2026-06-07 12:55:09
#652,"Faculty of Engineering & Technology College, Agra College, Agra","Agra, Uttar Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,4.2 / 5,Based on 20 User Reviews,Best in Faculty,N/A,2026-06-07 12:55:14
#653,"Vasantdada Patil Pratishtan's College of Engineering & Visual Arts, Mumbai","Mumbai, Maharashtra",AICTE Approved,B+,580/1000,BE Information Technology,"₹ 5,26,000","₹ 4,25,000","₹ 32,57,000",3.6 / 5,Based on 83 User Reviews,Best in Social Life,#374th/500 in India for Engineering 2026,2026-06-07 12:55:19
#654,"Shridevi Institute of Engineering and Technology - [SIET], Tumkur","Tumkur, Karnataka",AICTE Approved,A,N/A,BE Computer Science And Engineering,"₹ 7,64,444","₹ 6,04,000","₹ 8,00,000",3.9 / 5,Based on 23 User Reviews,Best in Academics,N/A,2026-06-07 12:55:25
#655,"BM College of Technology - [BMCT], Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,BE Computer Science And Engineering,"₹ 1,82,400",N/A,N/A,3.4 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 12:55:29
#656,"NS Raju Institute of Technology - [NSRIT], Visakhapatnam","Visakhapatnam, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 3,27,000","₹ 9,00,000",4.2 / 5,Based on 151 User Reviews,Best in Faculty,N/A,2026-06-07 12:55:35
#657,"Trinity Academy of Engineering - [TAE], Pune","Pune, Maharashtra",AICTE Approved,A,N/A,BE Civil Engineering,"₹ 3,23,080","₹ 3,50,000","₹ 12,00,000",3.9 / 5,Based on 48 User Reviews,Best in Academics,#83th/170 in India for Engineering 2023,2026-06-07 12:55:40
#658,"DRK Institute of Science and Technology - [DRKIST], Hyderabad","Hyderabad, Telangana",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 2,46,000","₹ 5,00,000",N/A,3.6 / 5,Based on 38 User Reviews,N/A,N/A,2026-06-07 12:55:44
#659,"KVG College of Engineering - [KVGCE], Sullia","Sullia, Karnataka",AICTE Approved,N/A,N/A,BE Electronics & Communication Engineering,"₹ 5,08,000","₹ 8,63,000",N/A,3.6 / 5,Based on 21 User Reviews,Best in Academics,#133th/170 in India for Engineering 2023,2026-06-07 12:55:49
#660,"Faculty of Engineering, Noble Group Of Institution, Junagadh","Junagadh, Gujarat",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 2,20,000",N/A,N/A,4.1 / 5,Based on 4 User Reviews,Best in Infrastructure,N/A,2026-06-07 12:55:53
