CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1841,"Ram Devi Jindal Group of Institutions, Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,66,000",N/A,N/A,2.6 / 5,Based on 2 User Reviews,N/A,N/A,2026-06-07 14:31:25
#1842,"Sri Vidya College of Engineering & Technology - [SVCET], Virudhunagar","Virudhunagar, Tamil Nadu",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 3,48,000",N/A,N/A,3.5 / 5,Based on 7 User Reviews,Best in Academics,#176th/314 in India for Engineering 2024,2026-06-07 14:31:28
#1843,"Sree Narayana Mangalam Institute of Management and Technology - [SNMIMT], Ernakulam","Ernakulam, Kerala",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,32,000",N/A,N/A,3.7 / 5,Based on 13 User Reviews,Best in Faculty,N/A,2026-06-07 14:31:31
#1844,"Sri Balaji College of Engineering and Technology - [SBCET], Jaipur","Jaipur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,80,000","₹ 5,00,000",N/A,4.2 / 5,Based on 66 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:31:34
#1845,"Institute of Chemical Technology - [ICT], Bhubaneswar","Bhubaneswar, Odisha","AICTE, UGC, MHRD Approved",N/A,623/1000,B.Tech + M.Tech Chemical Engineering,"₹ 5,28,165","₹ 19,50,000",N/A,3.8 / 5,Based on 5 User Reviews,Best in Academics,#304th/500 in India for Engineering 2026,2026-06-07 14:31:38
#1846,"Rayat & Bahra Institute of Engineering and BioTechnology - [RBIEBT], Mohali","Mohali, Punjab",AICTE Approved,N/A,N/A,B.Tech Mechanical Engineering,"₹ 3,66,000","₹ 2,20,000","₹ 14,50,000",3.4 / 5,Based on 18 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:31:42
#1847,"Dr. Mahalingam College of Engineering & Technology - [MCET], Pollachi","Pollachi, Tamil Nadu","AICTE, NBA Approved",N/A,637/1000,BE Mechanical Engineering,"₹ 3,48,000","₹ 4,50,000","₹ 27,00,000",3.8 / 5,Based on 72 User Reviews,Best in Social Life,#270th/500 in India for Engineering 2026,2026-06-07 14:31:46
#1848,"Mangalam College of Engineering Ettumanoor - [MLM], Kottayam","Kottayam, Kerala","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,70,500",N/A,N/A,3.5 / 5,Based on 48 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:31:48
#1849,"Modern Institute of Engineering and Technology - [MIET] Mohri, Kurukshetra","Kurukshetra, Haryana","AICTE, MHRD Approved",A,N/A,B.Tech Civil Engineering,"₹ 2,60,000","₹ 22,00,000",N/A,2.9 / 5,Based on 3 User Reviews,N/A,N/A,2026-06-07 14:31:51
#1850,"Krishnasamy College of Engineering and Technology - [KCET], Cuddalore","Cuddalore, Tamil Nadu",AICTE Approved,N/A,N/A,BE Mechanical Engineering,"₹ 3,48,000",N/A,N/A,3.7 / 5,Based on 9 User Reviews,N/A,#134th/314 in India for Engineering 2024,2026-06-07 14:31:54
