CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#482,"Sri Venkateshwara College of Engineering - [SVCE], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",B++,N/A,BE Computer Science And Engineering,"₹ 9,68,440","₹ 8,20,000",N/A,3.6 / 5,Based on 94 User Reviews,Best in Infrastructure,#43th/160 in India for Engineering 2024,2026-06-07 23:02:11
#483,"Rustamji Institute of Technology - [RJIT], Gwalior","Gwalior, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,80,172","₹ 12,00,000",N/A,3.6 / 5,Based on 163 User Reviews,Best in Academics,#173th/175 in India for Engineering 2026,2026-06-07 23:02:16
#484,"Shri Madhwa Vadiraja Institute of Technology & Management - [SMVITM], Udupi","Udupi, Karnataka","AICTE, UGC, NBA Approved",A,N/A,BE Artificial Intelligence & Machine Learning,"₹ 8,80,000","₹ 6,00,000","₹ 15,00,000",3.8 / 5,Based on 21 User Reviews,N/A,N/A,2026-06-07 23:02:20
#485,"Methodist College of Engineering & Technology - [MCET], Hyderabad","Hyderabad, Telangana","AICTE, UGC, NBA Approved",A+,N/A,BE Computer Science and Engineering (Artificial Intelligence and Machine Learning),"₹ 3,12,000","₹ 3,81,000","₹ 8,20,000",3.5 / 5,Based on 65 User Reviews,Best in Faculty,#144th/284 in India for Engineering 2024,2026-06-07 23:02:25
#486,"Sri Venkateswara College of Engineering and Technology - [SVCET], Chittoor","Chittoor, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,84,800","₹ 6,50,000",N/A,3.9 / 5,Based on 92 User Reviews,Best in Academics,#196th/286 in India for Engineering 2025,2026-06-07 23:02:30
#487,"Saffrony Institute of Technology & S.P.B. Patel Engineering College, Mehsana","Mehsana, Gujarat","AICTE, UGC Approved",B++,N/A,BE Computer Engineering,"₹ 3,12,000","₹ 3,00,000","₹ 7,30,000",4.1 / 5,Based on 55 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:02:35
#488,"SSM College of Engineering and Technology - [SSM], Baramulla","Baramulla, Jammu and Kashmir","AICTE, NBA, MHRD Approved",B+,N/A,BE Civil Engineering,"₹ 1,84,000",N/A,N/A,3.4 / 5,Based on 58 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:02:39
#489,"GSFC University, Vadodara","Vadodara, Gujarat",UGC Approved,N/A,N/A,"B.Tech Fire & Environment, Health, Safety","₹ 5,02,000","₹ 4,50,000","₹ 7,00,000",3.9 / 5,Based on 41 User Reviews,Best in Academics,N/A,2026-06-07 23:02:44
#490,"St. Francis Institute of Technology - [SFIT], Mumbai","Mumbai, Maharashtra","AICTE, NBA Approved",A+,649/1000,BE Computer Engineering,"₹ 6,12,000","₹ 4,50,000","₹ 33,00,000",3.7 / 5,Based on 69 User Reviews,Best in Academics,#253th/500 in India for Engineering 2026,2026-06-07 23:02:49
#491,"Alva's Institute of Engineering and Technology, Mangalore","Mangalore, Karnataka","AICTE, UGC, NBA Approved",A+,N/A,BE Computer Science And Engineering,"₹ 8,80,000","₹ 20,00,000",N/A,4.1 / 5,Based on 47 User Reviews,Best in Academics,#99th/175 in India for Engineering 2026,2026-06-07 23:02:54
#492,"S.S.P.M. College Of Engineering, Mumbai","Mumbai, Maharashtra",AICTE Approved,N/A,N/A,BE Artificial Intelligence & Machine Learning,"₹ 2,86,000",N/A,N/A,3.7 / 5,Based on 12 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:02:58
#493,"Vikrant University, Gwalior","Gwalior, Madhya Pradesh","AICTE, PCI, BCI, UGC, AIU Approved",N/A,N/A,B.Tech Fire Technology & Safety Engineering,"₹ 2,71,700","₹ 3,00,000","₹ 11,00,000",4.1 / 5,Based on 208 User Reviews,Best in Faculty,#94th/173 in India for Engineering 2024,2026-06-07 23:03:04
#494,"HKBK Group of Institutions, Bangalore","Bangalore, Karnataka","AICTE, UGC, NBA, AIU Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 16,68,240","₹ 32,40,000",N/A,3.5 / 5,Based on 107 User Reviews,Best in Academics,#91th/150 in India for Engineering 2019,2026-06-07 23:03:08
#495,"JSPM Narhe Technical Campus - [JSPM NTC] Narhe, Pune","Pune, Maharashtra",AICTE Approved,B++,557/1000,BE Mechanical Engineering,"₹ 3,87,504","₹ 4,20,000","₹ 12,00,000",3.9 / 5,Based on 58 User Reviews,Best in Faculty,#411th/500 in India for Engineering 2026,2026-06-07 23:03:13
#496,"Jain College of Engineering and Research - [JCER], Belagavi","Belagavi, Karnataka",AICTE Approved,N/A,N/A,BE Electronics & Communication Engineering,"₹ 8,20,000",N/A,N/A,3.8 / 5,Based on 8 User Reviews,Best in Faculty,N/A,2026-06-07 23:03:17
#497,"Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE], Kadapa","Kadapa, Andhra Pradesh","AICTE, NBA Approved",N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 2,78,400","₹ 5,40,000",N/A,3.9 / 5,Based on 73 User Reviews,N/A,#241th/269 in India for Engineering 2025,2026-06-07 23:03:21
#498,"Vivekananda College of Engineering & Technology - [VCET], Puttur","Puttur, Karnataka","AICTE, NBA Approved",N/A,N/A,BE Computer Science And Engineering,"₹ 12,04,400",N/A,N/A,3.8 / 5,Based on 35 User Reviews,Best in Academics,#118th/173 in India for Engineering 2024,2026-06-07 23:03:25
#499,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati, Pune","Pune, Maharashtra",AICTE Approved,A,599/1000,BE Computer Engineering,"₹ 4,58,811","₹ 3,90,000","₹ 9,50,000",4 / 5,Based on 56 User Reviews,Best in Infrastructure,#343th/500 in India for Engineering 2026,2026-06-07 23:03:31
#500,"APS College of Engineering - [APS], Bangalore","Bangalore, Karnataka","AICTE, NBA Approved",B,N/A,BE Computer Science And Engineering,"₹ 6,00,000",N/A,N/A,3.2 / 5,Based on 43 User Reviews,Best in Academics,N/A,2026-06-07 23:03:35
#501,"Rajagiri School of Engineering & Technology - [RSET], Kochi","Kochi, Kerala","AICTE, UGC, NBA Approved",A,564/1000,B.Tech Computer Science and Engineering,"₹ 5,55,370",N/A,N/A,4 / 5,Based on 118 User Reviews,Best in Infrastructure,#398th/500 in India for Engineering 2026,2026-06-07 23:03:41
