CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1901,"Shri Balwant Institute of Technology - [SBIT], Sonepat","Sonepat, Haryana",AICTE Approved,A++,N/A,B.Tech Computer Science and Engineering,"₹ 4,76,000","₹ 3,60,000","₹ 15,00,000",3.3 / 5,Based on 27 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:34:30
#1902,"Hi-Tech College of Engineering, Bhubaneswar","Bhubaneswar, Odisha",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 2,52,000",N/A,N/A,4.1 / 5,Based on 2 User Reviews,Best in Faculty,N/A,2026-06-07 14:34:33
#1903,"K.S.K. College of Engineering and Technology - [KSKCET], Thanjavur","Thanjavur, Tamil Nadu",AICTE Approved,N/A,N/A,BE Civil Engineering,"₹ 3,48,000",N/A,N/A,2.8 / 5,Based on 2 User Reviews,N/A,#248th/314 in India for Engineering 2024,2026-06-07 14:34:36
#1904,"Sreepathy Institute of Management and Technology - [SIMAT] Vavannor, Palakkad","Palakkad, Kerala",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 3,00,000",N/A,N/A,3.8 / 5,Based on 15 User Reviews,N/A,N/A,2026-06-07 14:34:39
#1905,"RPS Group of Institutions, Mahendragarh","Mahendragarh, Haryana",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 4,40,000","₹ 6,00,000","₹ 12,00,000",4.2 / 5,Based on 32 User Reviews,Best in Accomodation,N/A,2026-06-07 14:34:42
#1906,"Jaipur Institute of Engineering & Technology - [JIET], Jaipur","Jaipur, Rajasthan",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,70,000","₹ 2,50,000",N/A,3.3 / 5,Based on 32 User Reviews,N/A,N/A,2026-06-07 14:34:45
#1907,"Hi-tech Group of Institutions, Bhubaneswar","Bhubaneswar, Odisha","DCI, AICTE, PCI, MCI Approved",N/A,N/A,B.Tech Civil Engineering,"₹ 2,56,000",N/A,N/A,4 / 5,Based on 70 User Reviews,N/A,N/A,2026-06-07 14:34:48
#1908,"Satyam Institute of Engineering and Technology - [SIET], Amritsar","Amritsar, Punjab",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 3,66,000",N/A,N/A,4.2 / 5,Based on 3 User Reviews,Best in Accomodation,N/A,2026-06-07 14:34:51
#1909,"M.I.E.T. Engineering College - [MIETEC], Tiruchirappalli","Tiruchirappalli, Tamil Nadu",AICTE Approved,A+,N/A,BE Computer Science And Engineering,"₹ 3,48,000","₹ 1,86,000","₹ 5,00,000",3.7 / 5,Based on 12 User Reviews,Best in Infrastructure,#115th/314 in India for Engineering 2024,2026-06-07 14:34:54
#1910,"Younus College of Engineering and Technology - [YCET], Kollam","Kollam, Kerala",AICTE Approved,B,N/A,B.Tech Civil Engineering,"₹ 5,02,000","₹ 2,25,000",N/A,3.7 / 5,Based on 13 User Reviews,Best in Social Life,N/A,2026-06-07 14:34:58
