CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1021,"Mandava Institute Of Engineering And Technology - [MIET], Krishna","Krishna, Andhra Pradesh","AICTE, UGC Approved",A,N/A,B.Tech Civil Engineering,"₹ 1,60,000",N/A,N/A,3.9 / 5,Based on 6 User Reviews,Best in Academics,N/A,2026-06-07 13:35:52
#1022,"G H Raisoni College of Engineering and Management - [GHRCEM], Jalgaon","Jalgaon, Maharashtra",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,01,682","₹ 3,65,000","₹ 11,00,000",4.2 / 5,Based on 24 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:35:57
#1023,"Madhira Institute of Technology & Science - [MITS], Suryapet","Suryapet, Telangana","AICTE, PCI Approved",N/A,N/A,B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),"₹ 3,01,000","₹ 5,00,000",N/A,3.3 / 5,Based on 23 User Reviews,Best in Social Life,N/A,2026-06-07 13:36:02
#1024,"Sanketika Vidya Parishad Engineering College, Visakhapatnam","Visakhapatnam, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Mechanical Engineering,"₹ 1,72,000","₹ 5,75,000",N/A,3.4 / 5,Based on 49 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:36:07
#1025,"Shri Ram Murti Smarak College of Engineering and Technology - [SRMSCET], Bareilly","Bareilly, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,02,728","₹ 4,20,000","₹ 10,00,000",3.6 / 5,Based on 90 User Reviews,Best in Academics,#157th/269 in India for Engineering 2025,2026-06-07 13:41:20
#1026,"S.B. Patil College of Engineering - [SBPCOE] Indapur, Pune","Pune, Maharashtra",AICTE Approved,B,N/A,BE Artificial Intelligence and Data Science,"₹ 3,40,000",N/A,N/A,3.7 / 5,Based on 16 User Reviews,N/A,#219th/246 in India for Engineering 2023,2026-06-07 13:41:25
#1027,"Technocrats Institute of Technology - [TIT], Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 4,32,000","₹ 50,00,000",N/A,4.1 / 5,Based on 425 User Reviews,Best in Infrastructure,#117th/286 in India for Engineering 2025,2026-06-07 13:41:29
#1028,"St.Mary's Engineering College - [SMEC], Hyderabad","Hyderabad, Telangana",AICTE Approved,A,N/A,B.Tech Computer Science and Engineering,"₹ 2,00,000","₹ 10,00,000",N/A,3.6 / 5,Based on 35 User Reviews,Best in Infrastructure,#114th/147 in India for Engineering 2019,2026-06-07 13:41:34
#1029,"Avanthi's St. Theressa Institute of Engineering and Technology, Garividi","Garividi, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 1,72,000","₹ 7,00,000",N/A,3.9 / 5,Based on 14 User Reviews,N/A,N/A,2026-06-07 13:41:39
#1030,"Karmaveer Bhaurao Patil College of Engineering - [KBPCOES], Satara","Satara, Maharashtra",AICTE Approved,B++,N/A,B.Tech Mechanical Engineering,"₹ 5,12,000","₹ 3,00,000","₹ 10,00,000",3.8 / 5,Based on 18 User Reviews,Best in Faculty,N/A,2026-06-07 13:41:44
