CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1082,"Jawaharlal Institute of Technology - [JIT] Borawan, Khargone","Khargone, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,12,500","₹ 10,00,000",N/A,3.7 / 5,Based on 35 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:45:08
#1083,"Prakasam Engineering College - [PEC], Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,60,000","₹ 6,00,000",N/A,3.2 / 5,Based on 32 User Reviews,Best in Academics,N/A,2026-06-07 23:45:11
#1084,"JSPM's Bhagwant Institute of Technology - [BIT], Barshi","Barshi, Maharashtra",AICTE Approved,B+,N/A,BE Electronics & Telecom Engineering,"₹ 2,38,334",N/A,N/A,3.4 / 5,Based on 7 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:45:14
#1085,"BSA College of Engineering and Technology - [BSACET], Mathura","Mathura, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800","₹ 10,00,000",N/A,3.3 / 5,Based on 59 User Reviews,Best in Academics,N/A,2026-06-07 23:45:18
#1086,"Sri Venkateswara College of Engineering and Technology - [SVCET], Srikakulam","Srikakulam, Andhra Pradesh",AICTE Approved,A,N/A,B.Tech Mechanical Engineering,"₹ 1,60,000",N/A,N/A,3.5 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 23:45:20
#1087,"Pravin Patil College of Diploma Engineering and Technology, Thane","Thane, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Electronics and Biomedical Engineering,"₹ 3,40,000",N/A,N/A,4.3 / 5,Based on 9 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:45:24
#1088,"Sushila Devi Bansal College, Indore","Indore, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000","₹ 42,00,000",N/A,3.6 / 5,Based on 160 User Reviews,Best in Academics,N/A,2026-06-07 23:45:27
#1089,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik","Nashik, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 2,92,000","₹ 2,00,000","₹ 7,00,000",3.6 / 5,Based on 7 User Reviews,Best in Academics,N/A,2026-06-07 23:45:30
#1090,"Nimra College of Engineering and Technology - [NCET], Krishna","Krishna, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 1,60,000","₹ 3,50,000",N/A,3.8 / 5,Based on 22 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:45:34
#1091,"Maharana Institute of Professional Studies - [MIPS], Kanpur","Kanpur, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,4.2 / 5,Based on 9 User Reviews,Best in Infrastructure,N/A,2026-06-07 23:45:36
#1092,"Shreeyash College of Engineering and Technology - [SYCET], Aurangabad","Aurangabad, Maharashtra",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 3,20,000","₹ 3,30,000","₹ 24,00,000",3.7 / 5,Based on 24 User Reviews,Best in Academics,N/A,2026-06-07 23:45:40
#1093,"Bansal College of Engineering - [BCE] Mandideep, Bhopal","Bhopal, Madhya Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,20,000","₹ 3,25,000","₹ 16,50,000",3.5 / 5,Based on 13 User Reviews,Best in Academics,N/A,2026-06-07 23:45:43
#1094,"Kandula Lakshumma Memorial College of Engineering for Women - [KLMCEW], Kadapa","Kadapa, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Electrical And Electronics Engineering,"₹ 1,60,000","₹ 3,50,000",N/A,4.4 / 5,Based on 4 User Reviews,N/A,N/A,2026-06-07 23:45:46
#1095,"Sanghavi College of Engineering, Nashik","Nashik, Maharashtra",AICTE Approved,N/A,N/A,BE Computer Engineering,"₹ 3,80,000",N/A,N/A,3.2 / 5,Based on 6 User Reviews,Best in Social Life,N/A,2026-06-07 23:45:50
#1096,"BVSR Engineering College Chimakurthy, Prakasam","Prakasam, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 1,60,000",N/A,N/A,3.6 / 5,Based on 4 User Reviews,Best in Academics,N/A,2026-06-07 23:45:53
#1097,"Marathwada Institute of Technology - [MIT], Bulandshahr","Bulandshahr, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,44,800",N/A,N/A,3.7 / 5,Based on 7 User Reviews,N/A,#125th/160 in India for Engineering 2022,2026-06-07 23:45:56
#1098,"Finolex Academy of Management and Technology - [FAMT], Ratnagiri","Ratnagiri, Maharashtra",AICTE Approved,B++,N/A,BE Artificial Intelligence & Machine Learning,"₹ 4,66,000","₹ 3,50,000","₹ 10,00,000",4.1 / 5,Based on 50 User Reviews,Best in Academics,#208th/269 in India for Engineering 2025,2026-06-07 23:46:00
#1099,"Jai Narain College of Technology - [JNCT], Bhopal","Bhopal, Madhya Pradesh",N/A,A++,N/A,B.Tech Computer Science and Engineering,"₹ 2,56,000","₹ 5,20,000","₹ 1,12,00,000",3.5 / 5,Based on 63 User Reviews,Best in Placements,N/A,2026-06-07 23:46:04
#1100,"G V R & S College of Engineering & Technology - [GVR&S], Guntur","Guntur, Andhra Pradesh",AICTE Approved,N/A,N/A,B.Tech Artificial Intelligence & Machine Learning,"₹ 1,60,000","₹ 8,00,000",N/A,3.6 / 5,Based on 7 User Reviews,N/A,N/A,2026-06-07 23:46:08
#1101,"Smt Radhikatai Pandav College of Engineering -[SRPCE], Nagpur","Nagpur, Maharashtra",AICTE Approved,B,N/A,BE Electronics & Telecom Engineering,"₹ 3,44,000",N/A,N/A,3.7 / 5,Based on 10 User Reviews,Best in Faculty,N/A,2026-06-07 23:46:11
