CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#1481,"Krupajal Engineering College - [KEC], Bhubaneswar","Bhubaneswar, Odisha","AICTE, NBA Approved",A+,N/A,B.Tech Mechanical Engineering,"₹ 1,34,000",N/A,N/A,3.2 / 5,Based on 37 User Reviews,Best in Infrastructure,#105th/246 in India for Engineering 2023,2026-06-07 14:12:39
#1482,"MCKV Institute of Engineering - [MCKVIE], Howrah","Howrah, West Bengal","AICTE, UGC, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 5,09,600","₹ 4,60,000","₹ 11,25,000",3.7 / 5,Based on 127 User Reviews,Best in Academics,#260th/284 in India for Engineering 2024,2026-06-07 14:12:43
#1483,"Beehive College of Engineering & Technology, Dehradun","Dehradun, Uttarakhand",AICTE Approved,N/A,N/A,B.Tech Civil Engineering,"₹ 98,000","₹ 8,50,000",N/A,3.4 / 5,Based on 3 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:12:46
#1484,"Adi Shankara Institute of Engineering and Technology - [ASIET] Kalady, Ernakulam","Ernakulam, Kerala","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,06,000","₹ 5,00,000","₹ 20,00,000",3.9 / 5,Based on 127 User Reviews,Best in Academics,N/A,2026-06-07 14:12:49
#1485,"Bharat Institute of Technology - [BITS], Sonepat","Sonepat, Haryana","AICTE, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 2,40,000",N/A,N/A,3.4 / 5,Based on 34 User Reviews,Best in Faculty,N/A,2026-06-07 14:12:52
#1486,"Poornima University - [PU], Jaipur","Jaipur, Rajasthan","COA, NCHMCT, UGC, AIU Approved",A+,N/A,B.Tech Artificial Intelligence & Data Science,"₹ 8,42,500","₹ 4,01,000","₹ 13,13,000",4 / 5,Based on 418 User Reviews,Best in Academics,#225th/269 in India for Engineering 2025,2026-06-07 14:12:55
#1487,"ABIT Group of Institutions - [ABIT], Cuttack","Cuttack, Odisha","AICTE, UGC Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 3,08,000","₹ 2,80,000","₹ 9,00,000",3.6 / 5,Based on 35 User Reviews,Best in Faculty,N/A,2026-06-07 14:12:58
#1488,"Dr. B.C. Roy Engineering College - [BCREC], Durgapur","Durgapur, West Bengal","AICTE, NBA Approved",B+,N/A,B.Tech Computer Science and Engineering,"₹ 6,11,100","₹ 36,00,000",N/A,3.9 / 5,Based on 331 User Reviews,Best in Infrastructure,#201th/300 in India for Engineering 2022,2026-06-07 14:13:01
#1489,"Viswajyothi College of Engineering and Technology - [VJCET], Ernakulam","Ernakulam, Kerala","AICTE, NBA Approved",A,N/A,B.Tech Computer Science and Engineering,"₹ 4,17,665",N/A,N/A,3.7 / 5,Based on 68 User Reviews,Best in Infrastructure,N/A,2026-06-07 14:13:03
#1490,"Asia Pacific Institute of Information Technology - [APIIT], Panipat","Panipat, Haryana",AICTE Approved,A+,N/A,B.Tech Computer Science and Engineering,"₹ 3,60,000","₹ 14,50,000",N/A,3.5 / 5,Based on 25 User Reviews,N/A,N/A,2026-06-07 14:13:06
