CD Rank,College Name,Location,Approvals,NAAC Grade,CD Score,Course,Course Fees,Avg Package,Highest Package,User Rating,Reviews,Best In,National Ranking,Scraped At
#821,"Ashoka Women's Engineering College, Kurnool","Kurnool, Andhra Pradesh","AICTE, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 2,00,000","₹ 3,60,000","₹ 16,43,000",4.5 / 5,Based on 42 User Reviews,Best in Academics,#222th/286 in India for Engineering 2025,2026-06-07 13:09:35
#822,"Anand Engineering College - [AEC], Agra","Agra, Uttar Pradesh","AICTE, NBA, MHRD Approved",N/A,N/A,B.Tech Computer Science and Engineering,"₹ 6,63,200","₹ 4,91,000","₹ 24,00,000",3.8 / 5,Based on 85 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:09:40
#823,"ISL Engineering College - [ISLEC], Hyderabad","Hyderabad, Telangana","AICTE, NBA Approved",A,N/A,BE Artificial Intelligence and Data Science,"₹ 2,72,000","₹ 10,75,000",N/A,4 / 5,Based on 33 User Reviews,Best in Academics,N/A,2026-06-07 13:09:45
#824,"Babulal Tarabai Institute of Research and Technology - [BTIRT], Sagar","Sagar, Madhya Pradesh",N/A,B+,N/A,BE Computer Science,"₹ 2,28,000","₹ 3,00,000",N/A,2.7 / 5,Based on 9 User Reviews,Best in Infrastructure,#171th/196 in India for Engineering 2021,2026-06-07 13:09:50
#825,"HJD Institute of Technical Education and Research, Kachchh","Kachchh, Gujarat",AICTE Approved,N/A,N/A,BE Electrical Engineering,"₹ 66,150",N/A,N/A,3.4 / 5,Based on 19 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:09:54
#826,"Avanthi Institute of Engineering and Technology - [AIET], Visakhapatnam","Visakhapatnam, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 1,82,600","₹ 4,07,913","₹ 7,02,000",3.7 / 5,Based on 80 User Reviews,N/A,#115th/147 in India for Engineering 2019,2026-06-07 13:09:59
#827,"Lokmanya Tilak College of Engineering - [LTCE], Navi Mumbai","Navi Mumbai, Maharashtra","AICTE, NBA Approved",B++,581/1000,BE Computer Engineering,"₹ 6,34,060","₹ 4,00,000","₹ 33,25,000",3.5 / 5,Based on 103 User Reviews,Best in Academics,#372th/500 in India for Engineering 2026,2026-06-07 13:10:05
#828,"Netaji Institute of Engineering & Technology, Nalgonda","Nalgonda, Telangana",AICTE Approved,N/A,N/A,B.Tech Electronics & Communication Engineering,"₹ 1,92,000",N/A,N/A,3.1 / 5,Based on 5 User Reviews,N/A,N/A,2026-06-07 13:10:09
#829,"Lloyd Institute of Engineering and Technology - [LIET], Greater Noida","Greater Noida, Uttar Pradesh",AICTE Approved,N/A,N/A,B.Tech Computer Science and Engineering,"₹ 5,86,000",N/A,N/A,3.9 / 5,Based on 68 User Reviews,Best in Infrastructure,N/A,2026-06-07 13:10:13
#830,"Dr. K. V. Subba Reddy Institute of Technology - [KVSRIT], Kurnool","Kurnool, Andhra Pradesh","AICTE, UGC, NBA Approved",A+,N/A,B.Tech Computer Science and Engineering,"₹ 1,92,800","₹ 8,00,000",N/A,4 / 5,Based on 11 User Reviews,N/A,N/A,2026-06-07 13:10:18
